blue_line_key,downstream_route_measure,upstream_route_measure,species_code,habitat_type,habitat_ind,reviewer,watershed_group_code,source,notes
356357296,63276.91548,66821.92263,SK,spawning,t,SH,HORS,SH,Horsefly R below falls
356357296,61020.97868,63084.42272,SK,spawning,t,SH,HORS,SH,Horsefly R below McKinley Cr
356357296,59620.71697,61020.97905,SK,spawning,t,SH,HORS,SH,Horsefly R below Black Cr
356357296,59426.66054,59620.71706,SK,spawning,t,SH,HORS,SH,Horsefly R below Wilmot Cr(extends d/s in North fork)
356357296,36486.26566,39289.9023,SK,spawning,t,SH,HORS,SH,"Horsefly R below Woodjam Cr - Potential, limited"
356357296,35091.84208,36486.26484,SK,spawning,t,SH,HORS,SH,Horsefly R below Deerhorn Cr
356357296,27557.65276,35091.84312,SK,spawning,t,SH,HORS,SH,Horsefly R below Sucker Cr
356357296,26730.08995,27557.6527,SK,spawning,t,SH,HORS,SH,Horsefly R below Moffat Cr
356357296,21691.91268,26703.16773,SK,spawning,t,SH,HORS,SH,Horsefly R below Harper's Cr
356357296,14585.31952,21691.9122,SK,spawning,t,SH,HORS,SH,Horsefly R below Little Horsefly R
356357296,4240.676247,14585.32014,SK,spawning,t,SH,HORS,SH,Horsefly R below Rat Cr
356361560,21.01542555,7085.115218,SK,spawning,t,SH,HORS,SH,Moffat Cr (flow goes in west fork)
356343490,18.22060553,1170.652664,SK,spawning,t,SH,HORS,SH,Tisdall Cr - potential
356357296,58225.59853,59426.66031,SK,spawning,t,SH,HORS,SH,"Horsefly R to Tisdall Cr (poor connectivity, possibly in North fork)"
356363537,38,4432,SK,spawning,t,SH,HORS,SH,McKinley Cr
356363537,14990,30685,SK,spawning,t,SH,HORS,SH,McKinley Cr
356356315,35.29829167,4308.074094,SK,spawning,t,SH,HORS,SH,Little Horsefly River
356356315,5718.337728,6831.724972,SK,spawning,f,SH,HORS,SH,Little Horsefly River
356317730,43.70879832,2087,CH,spawning,t,SH,HORS,SH,Black Cr potential habitat
356353773,4507.187459,7476.221502,CH,spawning,t,SH,HORS,SH,Molybdenite Creek -  potential chinook spawning in lower section
356357296,36891.11953,58225.59911,CH,spawning,f,SH,HORS,SH,Horsefly R below Tisdall Cr - not spawning habitat
356328230,35.69623673,1061.635866,CH,spawning,f,SH,HORS,SH,Woodjam Cr
356363840,60.40284812,476.8271856,CH,rearing,t,SH,HORS,SH,Rat Cr
356363537,15150.96019,26748.84973,CH,rearing,t,SH,HORS,SH,McKinley Cr
356363270,91.47701028,966.0677067,CH,rearing,t,SH,HORS,SH,Woodjam tributary
356358551,13.82972652,1549.46438,CH,rearing,t,SH,HORS,SH,Patenaude Cr
356357017,62.345211,439,CH,rearing,t,SH,HORS,SH,Elbow Lake to McKinley Cr
356355495,65.87069098,858.2731869,CH,rearing,t,SH,HORS,SH,Side channel temporary refuge
356349383,24.32381443,1014.312551,CH,rearing,t,SH,HORS,SH,Small tribs between Woodjam Cr & Kroener Cr
356342331,24.14035464,290,CH,rearing,t,SH,HORS,SH,Sucker Cr - lower
356342278,491.6673288,2548.158375,CH,rearing,t,SH,HORS,SH,Starlike Lake outlet
356342278,131.871418,491.6680963,CH,rearing,t,SH,HORS,SH,Deerhorn tributary
356334078,0,494,CH,rearing,t,SH,HORS,SH,Deerhorn tributary
356333908,19.34547469,597.2952741,CH,rearing,t,SH,HORS,SH,Kroener Cr
356328230,1072.23243,15006.49116,CH,rearing,t,SH,HORS,SH,Woodjam Cr
356317730,43.70879832,2087,CH,rearing,t,SH,HORS,SH,Black Cr potential habitat
356316824,21.89360449,241,CH,rearing,t,SH,HORS,SH,Harper's Cr
356310492,23.67178487,6022.748054,CH,rearing,t,SH,HORS,SH,Deerhorn Cr
356292307,44.68301788,510.1698781,CH,rearing,t,SH,HORS,SH,Green Lake outlet
356254011,17.4408829,458,CH,rearing,t,SH,HORS,SH,Vedder Cr
356237874,28.14131157,475,CH,rearing,t,SH,HORS,SH,Small tribs between Woodjam Cr & Kroener Cr
356220138,19.12133636,1430.908855,CH,rearing,t,SH,HORS,SH,Wilmot Cr
356216072,18.97780863,269.2501504,CH,rearing,t,SH,HORS,SH,Side channel temporary refuge
356208960,21.98916421,787,CH,rearing,t,SH,HORS,SH,Sidechannel
356083394,0,56,CH,rearing,t,SH,HORS,SH,Side channel temporary refuge
356358551,248.4091306,1549.46438,CO,spawning,t,SH,HORS,SH,Patenaude Cr
356317730,963.9530542,2087,CO,spawning,t,SH,HORS,SH,Black Cr potential habitat
356353773,3940.305072,7476.221502,CO,spawning,t,SH,HORS,SH,Molybdenite Creek - coho spawning
356357296,36891.11953,58225.59911,CO,spawning,f,SH,HORS,SH,Horsefly R below Tisdall Cr - not spawning habitat
356353773,10467.9004,19359.58449,CO,spawning,f,SH,HORS,SH,"Molybdenite Creek - no record of salmon here, poor habitat"
356328230,35.69623673,1061.635866,CO,spawning,f,SH,HORS,SH,Woodjam Cr
356286838,379.5559953,3803.639621,CO,spawning,f,SH,HORS,SH,Tisdall Lake inlet
356358551,13.82972652,1549.46438,CO,rearing,t,SH,HORS,SH,Patenaude Cr
356333908,19.34547469,597.2952741,CO,rearing,t,SH,HORS,SH,Kroener Cr
356317730,963.9530542,2087,CO,rearing,t,SH,HORS,SH,Black Cr potential habitat
356237874,28.14131157,475,CO,rearing,t,SH,HORS,SH,Small tribs between Woodjam Cr & Kroener Cr
356349383,24.32381443,832.7103512,CO,rearing,t,SH,HORS,SH,Small tribs between Woodjam Cr & Kroener Cr
356208960,21.98916421,787,CO,rearing,t,SH,HORS,SH,Sidechannel
356363840,60.40284812,334.9051598,CO,rearing,t,SH,HORS,SH,Rat Cr
356254011,17.4408829,458,CO,rearing,t,SH,HORS,SH,Vedder Cr
356316824,21.89360449,241,CO,rearing,t,SH,HORS,SH,Harper's Cr
356355495,65.87069098,858.2731869,CO,rearing,t,SH,HORS,SH,Side channel temporary refuge
356216072,18.97780863,269.2501504,CO,rearing,t,SH,HORS,SH,Side channel temporary refuge
356083394,0,56,CO,rearing,t,SH,HORS,SH,Side channel temporary refuge
356353773,10467.9004,19359.58449,CO,rearing,f,SH,HORS,SH,"Molybdenite Creek - no record of salmon here, poor habitat"
356285424,194.1978363,777.7359966,CO,rearing,f,SH,HORS,SH,"Molybdenite Creek - no record of salmon here, poor habitat"
356354875,1157.581455,2438.754462,CO,rearing,f,SH,HORS,SH,Woodjam tributary
356286838,379.5559953,3803.639621,CO,rearing,f,SH,HORS,SH,Tisdall Lake inlet
356342331,290,10380.08722,CO,rearing,f,SH,HORS,SH,Sucker Cr - little to no flow for significant durations. Could remove all.
356284960,383.382961,1047.815825,CO,rearing,f,SH,HORS,SH,Very doubtful
356568903,23056.91607,27691.76111,WCT,spawning,t,NJO,ELKR,Upper Fording River Teck Assessment,
356562540,0,314.1788761,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356495329,0,317.7440873,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356532707,0,198.9,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356463596,0,41.37,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,29377.7149,30208.78232,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356554901,0,606.3384762,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356413411,0,168.9783775,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,30782.40055,32555.26074,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356515145,0,12.55618421,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356554046,0,355.6797496,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356473826,0,599.4197711,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356560689,0,584.1650231,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356545552,0,138.88,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356483055,0,149.4586804,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,32634.7664,34288.49701,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356563823,0,186.2686821,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356466128,0,558.9709047,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356538184,0,7.53900955,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356566533,0,611.26,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,34709.60364,37960.81732,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356507632,0,216.13,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356523299,0,236.5,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,38495.92349,38925.64063,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356437224,0,185.7696409,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356551347,0,197.0780201,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,38991.50588,40067.40876,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356496743,0,176.4879981,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356499022,0,238,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,41388.61097,49974.16671,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356429145,0,507.2741196,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356502702,0,389.68,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356504427,0,224.0745593,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356514573,0,415.5965378,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356538229,0,232.1294506,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356538015,0,181.2,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356461890,0,81.39,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356475042,0,842.14,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356532896,0,133.17,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356385867,0,207.8602442,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356435249,0,781.3724794,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356461951,0,13.12710296,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356551971,0,143.7,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356531860,0,493.4671693,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356553530,0,122.73,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356480727,0,581.3,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356543731,0,666.51,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356397040,0,313.5477828,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356557001,0,210.6032648,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356366321,0,1029.748233,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356392414,0,170.24,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356437318,0,138.92,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356404889,0,14.58888543,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,51920.01905,52272.18949,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356558982,0,978.9035155,WCT,spawning,t,NJO,ELKR,Upper Fording River Teck Assessment,
356568903,54255.95725,55234.21963,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,55612.21035,61351.42152,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356551760,0,243.3382085,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356523091,0,190.0633168,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356526907,0,560.9185783,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356557661,0,581.0843474,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356550234,0,407.5567724,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356476152,0,621.6255746,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,61485.61043,62151.22356,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356563941,0,1275.62034,WCT,spawning,t,NJO,ELKR,Upper Fording River Teck Assessment,
356568903,62287.14772,67055.97258,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356540755,0,25.56,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356482501,0,57.53,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,68295.97232,68938.36428,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356448507,0,236.55,WCT,spawning,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,22052.63619,24304.1444,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356534055,0,246.5561653,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356484547,0,277.80187,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356552574,0,165.929714,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,25269.12147,27910.74151,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356495329,0,284.2302966,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356532707,0,198.9,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356463596,0,41.37,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356507053,0,274.1800017,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,29377.7149,30208.78232,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356413411,0,168.9783775,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356554901,0,817.3473421,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356467318,0,266.4446244,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,31823.28493,32548.28441,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356545552,0,138.88,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356483055,0,149.4586804,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356560689,0,584.1650231,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,34709.60364,36552.6604,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,36955.14986,37960.81732,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,42130.22517,44695.19213,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356514573,0,577.2405591,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356538229,0,232.1294506,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356541706,0,326.553124,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356475042,0,468.5077662,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356385867,0,207.8602442,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356435249,0,781.3724794,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,45543.98906,46286.86555,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,46416.14541,47502.84432,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356553530,0,122.73,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356480727,0,397.2027751,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356543731,0,511.1851913,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,49323.09147,49974.16671,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,52440.76179,52897.44682,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,57513.19552,59084.4948,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356551760,0,200.2786428,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356523091,0,185.9933007,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,59715.69441,60771.60355,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356557661,0,581.0843474,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356550234,0,267.5255122,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356563941,468.1489005,1275.62034,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356568903,68295.97232,69483.43259,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356448507,236.55,415.7756425,WCT,rearing,t,KO,ELKR,Upper Fording River Teck Assessment,
356311373,4345,7422,CO,spawning,f,NMW,HORS,DWB field assessment,
356311373,4345,7422,CH,spawning,f,NMW,HORS,DWB field assessment,
356311373,4345,7422,SK,spawning,f,NMW,HORS,DWB field assessment,
356311373,4345,7422,CO,rearing,f,NMW,HORS,DWB field assessment,
356311373,4345,7422,CH,rearing,f,NMW,HORS,DWB field assessment,
356311373,4345,7422,SK,rearing,f,NMW,HORS,DWB field assessment,
356294881,335,1524,CO,spawning,f,NMW,HORS,DWB field assessment,
356294881,335,1524,CH,spawning,f,NMW,HORS,DWB field assessment,
356294881,335,1524,SK,spawning,f,NMW,HORS,DWB field assessment,
356294881,335,1524,CO,rearing,f,NMW,HORS,DWB field assessment,
356294881,335,1524,CH,rearing,f,NMW,HORS,DWB field assessment,
356294881,335,1524,SK,rearing,f,NMW,HORS,DWB field assessment,
356191395,0,2866,CO,spawning,f,NMW,HORS,DWB field assessment,
356191395,0,2866,CH,spawning,f,NMW,HORS,DWB field assessment,
356191395,0,2866,SK,spawning,f,NMW,HORS,DWB field assessment,
356191395,0,2866,CO,rearing,f,NMW,HORS,DWB field assessment,
356191395,0,2866,CH,rearing,f,NMW,HORS,DWB field assessment,
356191395,0,2866,SK,rearing,f,NMW,HORS,DWB field assessment,
356033287,0,930,CO,spawning,f,NMW,HORS,DWB field assessment,
356033287,0,930,CH,spawning,f,NMW,HORS,DWB field assessment,
356033287,0,930,SK,spawning,f,NMW,HORS,DWB field assessment,
356033287,0,930,CO,rearing,f,NMW,HORS,DWB field assessment,
356033287,0,930,CH,rearing,f,NMW,HORS,DWB field assessment,
356033287,0,930,SK,rearing,f,NMW,HORS,DWB field assessment,
356342331,5308,16358,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356342331,5308,16358,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356006372,0,630,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356006372,0,630,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356006372,0,630,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356006372,0,630,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356006372,0,630,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356006372,0,630,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356318365,0,3109,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356219090,0,5088,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356127158,0,1619,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356190892,0,2830,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356322746,0,1159,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356240390,0,914,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356240390,0,914,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356240390,0,914,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356240390,0,914,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356240390,0,914,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356240390,0,914,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356186699,0,621,CO,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356186699,0,621,CH,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356186699,0,621,SK,spawning,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356186699,0,621,CO,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356186699,0,621,CH,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
356186699,0,621,SK,rearing,f,NMW,HORS,Local knowledge Horsefly WCRP planning team,
